lr,mean_return,std_error,return_std,turnover,avg_abs_position,num_eval_paths,T_eval,policy_mse_to_analytic
0.0001,-126.58475678419023,58.895965863011405,456.20618989248743,0.04630620110256131,1.050903508492629,60,80,69.78421042810001
0.0003,-111.72265528706434,52.54613609460135,407.02062000387895,0.04719372826182127,0.9624436879314211,60,80,68.91050543858958
